bloomberg_ticker,yahoo,data_provider,signals_ticker
FSCT US,,eodhd,FSCT.US
ROKKA GA,,eodhd,ROKKA.AT
XCO US,,eodhd,XCO.US
TMP US,TMP,eodhd,TMP.US
1983 JP,,yahoo,
YKBNK TI,,eodhd,YKBNK.IS
PENG US,,eodhd,PENG.US
064960 KS,064960.KS,eodhd,064960.KQ
HI US,HI,eodhd,HI.US
QTCOM FH,QTCOM.HE,eodhd,QTCOM.HE
5469 TT,,eodhd,5469.TW
GTI US,,eodhd,GTI.US
CHINA US,,eodhd,CHINA.US
BIP/UN CA,,ignore,
MROI US,,eodhd,MROI.US
OREX US,,eodhd,OREX.US
CHDX US,,eodhd,CHDX.US
A068270 KS,,eodhd,068270.KQ
1193 HK,1193.HK,eodhd,1193.HK
CYBX US,,eodhd,CYBX.US
883 HK,,eodhd,0883.HK
ACEL US,ACEL,eodhd,ACEL.US
GMTX US,,eodhd,GMTX.US
000880 KS,000880.KS,eodhd,000880.KQ
DPH US,,eodhd,DPH.US
WL US,,eodhd,WL.US
QDEL US,,eodhd,QDEL.US
WVE US,,eodhd,WVE.US
092070 KS,,eodhd,092070.KQ
1798 HK,1798.HK,eodhd,1798.HK
SQBG US,,eodhd,SQBG.US
6817 JP,,yahoo,
RATIL IT,,eodhd,RATI-L.TA
CNCT LN,,eodhd,CNCT.LSE
8255 TT,,eodhd,8255.TWO
MLP GR,,eodhd,MLP.XETRA
STT US,STT,eodhd,STT.US
LAT FP,,eodhd,LAT.PA
2780 JP,,yahoo,
HUBN SW,HUBN.SW,eodhd,HUBN.SW
NLSN US,NLSN,eodhd,NLSN.US
ML FP,ML.PA,eodhd,ML.PA
ALL US,ALL,eodhd,ALL.US
000100 KS,000100.KS,eodhd,000100.KQ
066970 KS,066970.KQ,eodhd,066970.KQ
BOLD US,,eodhd,BOLD.US
PNSN US,,eodhd,PNSN.US
4617 JP,,yahoo,
DTE GR,DTE.DE,eodhd,DTE.XETRA
FTS CN,FTS.TO,eodhd,FTS.TO
LBRDA US,,eodhd,LBRDA.US
APOG US,APOG,eodhd,APOG.US
KDNY US,KDNY,eodhd,KDNY.US
ASYS US,,eodhd,ASYS.US
2439 TT,2439.TW,eodhd,2439.TW
OSB CN,,eodhd,OSB.TO
ROMI3 BZ,,eodhd,ROMI3.SA
CDA FP,CDA.PA,eodhd,CDA.PA
7013 JP,7013.T,yahoo,7013.T
PILK LN,,eodhd,PILK.LSE
6058 JP,6058.T,yahoo,6058.T
EN FP,EN.PA,eodhd,EN.PA
AF FP,AF.PA,eodhd,AF.PA
BC US,BC,eodhd,BC.US
SCL CN,,eodhd,SCL.TO
ATER US,ATER,eodhd,ATER.US
AVGO US,AVGO,eodhd,AVGO.US
GLJ GR,GLJ.DE,eodhd,GLJ.XETRA
MCW US,MCW,eodhd,MCW.US
PDE US,,eodhd,PDE.US
RNAI US,,eodhd,RNAI.US
5851 JP,,yahoo,
9204 JP,,yahoo,
KRUS US,KRUS,eodhd,KRUS.US
RIB GR,,eodhd,RIB.XETRA
ATRX US,,eodhd,ATRX.US
2688 HK,2688.HK,eodhd,2688.HK
APA US,APA,eodhd,APA.US
RPN NA,,eodhd,RPN.AS
5020 JP,5020.T,yahoo,5020.T
DRD US,,eodhd,DRD.US
TEMN SW,TEMN.SW,eodhd,TEMN.SW
RRZ CN,,eodhd,RRZ.TO
PDQ US,,eodhd,PDQ.US
DMGT LN,,eodhd,DMGT.LSE
LABL US,,eodhd,LABL.US
FORG US,FORG,eodhd,FORG.US
SYBX US,,eodhd,SYBX.US
MI MK,,eodhd,5286.KLSE
NIKU US,,eodhd,NIKU.US
5483 TT,5483.TWO,eodhd,5483.TWO
BPTY LN,,eodhd,BPTY.LSE
LLB MK,,eodhd,LLB.KLSE
2401 TT,,eodhd,2401.TW
DIVX US,,eodhd,DIVX.US
HIS SM,,eodhd,HIS.MC
HALKB TI,,eodhd,HALKB.IS
PETM US,,eodhd,PETM.US
PRVD US,,eodhd,PRVD.US
GCT US,,eodhd,GCT.US
CARA US,CARA,eodhd,CARA.US
003670 KS,003670.KS,eodhd,003670.KQ
DOAS TI,,eodhd,DOAS.IS
ADS GR,ADS.DE,eodhd,ADS.XETRA
BSET US,,eodhd,BSET.US
DML CN,DML.TO,eodhd,DML.TO
SDL LN,,eodhd,SDL.LSE
BDE US,,eodhd,BDE.US
1194 HK,,eodhd,1194.HK
1755 HK,1755.HK,eodhd,1755.HK
EPAX US,,eodhd,EPAX.US
3665 TT,3665.TW,eodhd,3665.TW
TSCO LN,TSCO.L,eodhd,TSCO.LSE
4634 JP,,yahoo,
BNE CN,,eodhd,BNE.TO
222800 KS,222800.KQ,eodhd,222800.KQ
FILE US,,eodhd,FILE.US
TMWD US,,eodhd,TMWD.US
3705 TT,,eodhd,3705.TW
MBIO US,,eodhd,MBIO.US
GMF AU,,eodhd,GMF.AU
4062 JP,4062.T,yahoo,4062.T
OCFT US,OCFT,eodhd,OCFT.US
CLM CN,,eodhd,CLM.V
AMSN SW,,eodhd,AMSN.SW
BIVV US,,eodhd,BIVV.US
IMG LN,,eodhd,IMG.LSE
XOOM US,,eodhd,XOOM.US
AKER NO,AKER.OL,eodhd,AKER.OL
IPSC US,IPSC,eodhd,IPSC.US
COR PL,,eodhd,COR.LS
2128 HK,2128.HK,eodhd,2128.HK
OVH FP,OVH.PA,eodhd,OVH.PA
TSRX US,,eodhd,TSRX.US
2371 TT,,eodhd,2371.TW
4732 JP,4732.T,yahoo,4732.T
259960 KS,259960.KS,eodhd,259960.KQ
FXXN GR,,eodhd,FXXN.XETRA
A060720 KS,,eodhd,060720.KQ
SPL AU,,eodhd,SPL.AU
CSGS US,CSGS,eodhd,CSGS.US
8410 JP,8410.T,yahoo,8410.T
AZPN US,AZPN,eodhd,AZPN.US
CYBS US,,eodhd,CYBS.US
AQRS MK,,eodhd,AQRS.KLSE
6169 HK,6169.HK,eodhd,6169.HK
BOT US,,eodhd,BOT.US
LHA GR,LHA.DE,eodhd,LHA.XETRA
4137 TT,,eodhd,4137.TW
AKCA US,,eodhd,AKCA.US
CODE US,,eodhd,CODE.US
FNH MK,,eodhd,FNH.KLSE
SKT NZ,,yahoo,
AFE SJ,,eodhd,AFE.JSE
4626 JP,4626.T,yahoo,4626.T
JJSF US,JJSF,eodhd,JJSF.US
MYPS US,MYPS,eodhd,MYPS.US
SFZN SW,SFZN.SW,eodhd,SFZN.SW
CFR US,CFR,eodhd,CFR.US
THER US,,eodhd,THER.US
ACA FP,ACA.PA,eodhd,ACA.PA
ISLE US,,eodhd,ISLE.US
IRGI US,,eodhd,IRGI.US
4565 JP,4565.T,yahoo,4565.T
AGI PM,,eodhd,AGI.PSE
WKHS US,WKHS,eodhd,WKHS.US
4321 JP,,yahoo,
4839 JP,,yahoo,
ATAR US,,eodhd,ATAR.US
1795 TT,1795.TW,eodhd,1795.TW
033290 KS,,eodhd,033290.KQ
ABBN SW,ABBN.SW,eodhd,ABBN.SW
1881 JP,,yahoo,
027410 KS,,eodhd,027410.KQ
SVVS US,,eodhd,SVVS.US
IFIN US,,eodhd,IFIN.US
2408 TT,2408.TW,eodhd,2408.TW
NTE US,,eodhd,NTE.US
4126 TT,,eodhd,4126.TWO
EZTC3 BZ,EZTC3.SA,eodhd,EZTC3.SA
JMDT US,,eodhd,JMDT.US
ISF AU,,eodhd,ISF.AU
6768 JP,,yahoo,
AVY US,AVY,eodhd,AVY.US
SOW GR,SOW.DE,eodhd,SOW.XETRA
WPRT CN,,eodhd,WPRT.TO
2155 HK,2155.HK,eodhd,2155.HK
ACO/X CN,ACO-X.TO,eodhd,ACO-X.TO
SHA GR,SHA.DE,eodhd,SHA.XETRA
SAMPO FH,SAMPO.HE,eodhd,SAMPO.HE
267250 KS,267250.KS,eodhd,267250.KQ
8570 JP,8570.T,yahoo,8570.T
CEMEXCPO MF,,eodhd,CEMEXCPO.MX
EDPR PL,EDPR.LS,eodhd,EDPR.LS
COMS US,,eodhd,COMS.US
AVAV US,AVAV,eodhd,AVAV.US
FXCM US,,eodhd,FXCM.US
SNC US,,eodhd,SNC.US
BKE US,BKE,eodhd,BKE.US
HRBN US,,eodhd,HRBN.US
SPB CN,SPB.TO,eodhd,SPB.TO
AEP US,AEP,eodhd,AEP.US
NOVA US,NOVA,eodhd,NOVA.US
4722 JP,,yahoo,
SMCI US,SMCI,eodhd,SMCI.US
4755 JP,4755.T,yahoo,4755.T
CSX US,CSX,eodhd,CSX.US
INO US,INO,eodhd,INO.US
NEE US,NEE,eodhd,NEE.US
8411 JP,8411.T,yahoo,8411.T
PNWB US,,eodhd,PNWB.US
WCBO US,,eodhd,WCBO.US
KCAP US,,eodhd,KCAP.US
LDSH US,,eodhd,LDSH.US
AIO AU,,eodhd,AIO.AU
N US,,eodhd,N.US
OFC US,,eodhd,OFC.US
QNBFB TI,,eodhd,QNBFB.IS
CGG FP,CGG.PA,eodhd,CGG.PA
2008 HK,,eodhd,2008.HK
ZZ US,,eodhd,ZZ.US
RMX CN,,eodhd,RMX.TO
VERA US,VERA,eodhd,VERA.US
011760 KS,,eodhd,011760.KQ
1558 TT,,eodhd,1558.TW
GG FP,,eodhd,GG.PA
3063 TT,,eodhd,3063.TWO
INH GR,,eodhd,INH.XETRA
4587 JP,4587.T,yahoo,4587.T
2651 JP,2651.T,yahoo,2651.T
SXC US,SXC,eodhd,SXC.US
BLDE US,BLDE,eodhd,BLDE.US
BIGC TB,,eodhd,BIGC.BK
NGPC US,,eodhd,NGPC.US
GCOM US,,eodhd,GCOM.US
PGH AU,,eodhd,PGH.AU
BOBE US,,eodhd,BOBE.US
3543 JP,3543.T,yahoo,3543.T
2792 JP,,yahoo,
ASRT US,,eodhd,ASRT.US
KOF FP,KOF.PA,eodhd,KOF.PA
ALO FP,ALO.PA,eodhd,ALO.PA
OLAM SP,,eodhd,OLAM.SG
DOV US,DOV,eodhd,DOV.US
2498 TT,,eodhd,2498.TW
9939 TT,9939.TW,eodhd,9939.TW
BROB SS,,eodhd,BROB.ST
SL IM,SL.MI,eodhd,SL.MI
AERI US,AERI,eodhd,AERI.US
KBCA BB,,eodhd,KBCA.BR
NETLINK SP,CJLU.SI,eodhd,CJLU.SG
SYMM US,,eodhd,SYMM.US
TDS US,TDS,eodhd,TDS.US
SMM SP,S51.SI,eodhd,S51.SG
SDTH US,,eodhd,SDTH.US
MESG US,,eodhd,MESG.US
DGX GR,,eodhd,DGX.XETRA
JPR LN,,eodhd,JPR.LSE
EPIC US,,eodhd,EPIC.US
ROVI SM,ROVI.MC,eodhd,ROVI.MC
RMH SJ,,eodhd,RMH.JSE
OZL AU,OZL.AX,eodhd,OZL.AU
TCPTF US,,eodhd,TCPTF.US
KHC US,KHC,eodhd,KHC.US
2779 JP,,yahoo,
SAB LN,,eodhd,SAB.LSE
PRA US,PRA,eodhd,PRA.US
AMRS US,AMRS,eodhd,AMRS.US
RTRY SP,,eodhd,RTRY.SG
6277 TT,,eodhd,6277.TW
LXFT US,,eodhd,LXFT.US
6905 JP,,yahoo,
2233 TT,,eodhd,2233.TW
ENRO SS,,eodhd,ENRO.ST
CBRL US,CBRL,eodhd,CBRL.US
2480 TT,,eodhd,2480.TW
FIM FP,,eodhd,FIM.PA
ECR US,,eodhd,ECR.US
ACS SM,ACS.MC,eodhd,ACS.MC
LOPE US,,eodhd,LOPE.US
3311 TT,,eodhd,3311.TW
AGL US,AGL,eodhd,AGL.US
CFC US,,eodhd,CFC.US
SMED US,,eodhd,SMED.US
EVLO US,,eodhd,EVLO.US
NFDS LN,,eodhd,NFDS.LSE
8039 TT,,eodhd,8039.TW
6519 JP,,yahoo,
IMTX US,IMTX,eodhd,IMTX.US
NFI CN,NFI.TO,eodhd,NFI.TO
5243 TT,,eodhd,5243.TW
GFS US,GFS,eodhd,GFS.US
9861 JP,,yahoo,
41 HK,,eodhd,0041.HK
GDPMQ US,,eodhd,GDPM.US
FAST NO,,eodhd,FAST.OL
DMC PM,,eodhd,DMC.PSE
215 HK,0215.HK,eodhd,0215.HK
377300 KS,377300.KS,eodhd,377300.KQ
IMC US,,eodhd,IMC.US
3770 JP,,yahoo,
ABXA US,,eodhd,ABXA.US
AFH SJ,,eodhd,AFH.JSE
GMTN US,,eodhd,GMTN.US
BBSI US,,eodhd,BBSI.US
NTCT US,,eodhd,NTCT.US
HXL US,HXL,eodhd,HXL.US
3076 JP,,yahoo,
SLOG SW,,eodhd,SLOG.SW
BBU-U CN,BBU-UN.TO,eodhd,BBU-UN.TO
HUN US,HUN,eodhd,HUN.US
THUS LN,,eodhd,THUS.LSE
ENVA US,ENVA,eodhd,ENVA.US
TPZ SM,,eodhd,TPZ.MC
DELB BB,,eodhd,DELB.BR
4519 JP,4519.T,yahoo,4519.T
COP GR,COP.F,eodhd,COP.XETRA
MP1 AU,MP1.AX,eodhd,MP1.AU
2027 TT,,eodhd,2027.TW
BOAS3 BZ,,eodhd,BOAS3.SA
CYH US,CYH,eodhd,CYH.US
PTEC LN,PTEC.L,eodhd,PTEC.LSE
PRES MK,,eodhd,PRES.KLSE
ENR US,ENR,eodhd,ENR.US
KEGXQ US,,eodhd,KEGX.US
SGQ CN,,eodhd,SGQ.TO
4112 JP,4112.T,yahoo,4112.T
PTG TB,,eodhd,PTG.BK
A0G SP,,eodhd,A0G.SG
MGRC US,MGRC,eodhd,MGRC.US
9934 TT,,eodhd,9934.TW
LEXR US,,eodhd,LEXR.US
MRC MK,,eodhd,MRC.KLSE
CML SJ,,eodhd,CML.JSE
8603 JP,,yahoo,
TU TB,,eodhd,TU.BK
HNI US,HNI,eodhd,HNI.US
SUBC NO,SUBC.OL,eodhd,SUBC.OL
MLR US,,eodhd,MLR.US
MDP US,,eodhd,MDP.US
ANTM IJ,,eodhd,ANTM.JK
ALBRK TI,,eodhd,ALBRK.IS
RARE US,RARE,eodhd,RARE.US
FRZ US,,eodhd,FRZ.US
APX AU,APX.AX,eodhd,APX.AU
TRP CN,TRP.TO,eodhd,TRP.TO
SKYD GR,,eodhd,SKYD.STU
088980 KS,,eodhd,088980.KO
VEN CN,,eodhd,VEN.TO
CAS CN,,eodhd,CAS.TO
3527 TT,,eodhd,3527.TWO
STOR US,,eodhd,STOR.US
4401 JP,4401.T,yahoo,4401.T
2784 JP,2784.T,yahoo,2784.T
TIXT CN,TIXT.TO,eodhd,TIXT.TO
PKTR US,,eodhd,PKTR.US
RKUS US,,eodhd,RKUS.US
GPK US,GPK,eodhd,GPK.US
MFL CN,,eodhd,MFL.TO
FOURQ US,,eodhd,FOURQ.US
MTR AU,,eodhd,MTR.AU
AXA NO,,eodhd,AXA.OL
DOF NO,,eodhd,DOF.OL
WSO US,WSO,eodhd,WSO.US
BRKM5 BZ,BRKM5.SA,eodhd,BRKM5.SA
031440 KS,,eodhd,031440.KQ
APV US,,eodhd,APV.US
GRNB US,,eodhd,GRNB.US
106760Q US,,eodhd,106760Q.US
KOZAL TI,,eodhd,KOZAL.IS
ELIOR FP,ELIOR.PA,eodhd,ELIOR.PA
BHFKB BB,,eodhd,BHFKB.BR
QBR/B CA,,ignore,
SCHP SW,SCHP.SW,eodhd,SCHP.SW
029780 KS,029780.KS,eodhd,029780.KQ
OPAD US,OPAD,eodhd,OPAD.US
272290 KS,272290.KQ,eodhd,272290.KQ
RPW GR,,eodhd,RPW.XETRA
CDD AU,,eodhd,CDD.AU
CFX US,,eodhd,CFX.US
1478 HK,1478.HK,eodhd,1478.HK
GTHX US,,eodhd,GTHX.US
SCS US,SCS,eodhd,SCS.US
NISCB SS,,eodhd,NISCB.ST
VED AU,,eodhd,VED.AU
RCEL US,,eodhd,RCEL.US
LYB US,LYB,eodhd,LYB.US
IFM CN,,eodhd,IFM.TO
ATHA US,ATHA,eodhd,ATHA.US
1527 TT,,eodhd,1527.TW
TSFG US,,eodhd,TSFG.US
FALC US,,eodhd,FALC.US
ADB AU,,eodhd,ADB.AU
3888 HK,3888.HK,eodhd,3888.HK
LUN DC,,eodhd,LUN.CO
LYRA US,,eodhd,LYRA.US
XPOF US,XPOF,eodhd,XPOF.US
NOVOB DC,NOVO-B.CO,eodhd,NOVOB.CO
SFC US,,eodhd,SFC.US
MANT US,,eodhd,MANT.US
005440 KS,,eodhd,005440.KQ
SAZ GR,,eodhd,SAZ.XETRA
VSTA US,,eodhd,VSTA.US
CKPT US,,eodhd,CKPT.US
RATOB SS,,eodhd,RATO-B.ST
STLY US,,eodhd,STLY.US
6176 TT,6176.TW,eodhd,6176.TW
STKL US,STKL,eodhd,STKL.US
PSA US,,eodhd,PSA.US
FNF US,FNF,eodhd,FNF.US
MTCH US,MTCH,eodhd,MTCH.US
PGX/U CN,,eodhd,PGX/U.TO
EXEL US,EXEL,eodhd,EXEL.US
HTBK US,HTBK,eodhd,HTBK.US
BAP AU,BAP.AX,eodhd,BAP.AU
CCRT US,,eodhd,CCRT.US
PCRT SP,,eodhd,PCRT.SG
303 HK,0303.HK,eodhd,0303.HK
IDXX US,IDXX,eodhd,IDXX.US
CHUX US,,eodhd,CHUX.US
CHRD US,CHRD,eodhd,CHRD.US
SMBI US,,eodhd,SMBI.US
PBG CN,,eodhd,PBG.TO
52 HK,,eodhd,0052.HK
RGNX US,RGNX,eodhd,RGNX.US
PRG AU,,eodhd,PRG.AU
PRSP US,,eodhd,PRSP.US
ONCR US,,eodhd,ONCR.US
NFB US,,eodhd,NFB.US
PACD US,,eodhd,PACD.US
LOOP US,,eodhd,LOOP.US
RMS FP,RMS.PA,eodhd,RMS.PA
7180 JP,7180.T,yahoo,7180.T
6952 JP,6952.T,yahoo,6952.T
5977 JP,,yahoo,
6823 HK,6823.HK,eodhd,6823.HK
KRFT US,,eodhd,KRFT.US
TTI US,TTI,eodhd,TTI.US
SFLY US,,eodhd,SFLY.US
OEC US,OEC,eodhd,OEC.US
PNT US,PNT,eodhd,PNT.US
BMRI IJ,,eodhd,BMRI.JK
AIA NZ,AIA.NZ,yahoo,AIA.NZ
JRVR US,JRVR,eodhd,JRVR.US
SMA US,,eodhd,SMA.US
JPFA IJ,,eodhd,JPFA.JK
IS US,IS,eodhd,IS.US
RBCN US,,eodhd,RBCN.US
MIND US,,eodhd,MIND.US
VRLA FP,VRLA.PA,eodhd,VRLA.PA
RPXC US,,eodhd,RPXC.US
FLY/SV/A CN,,eodhd,FLY/SV-A.TO
ITMG IJ,,eodhd,ITMG.JK
SHLS US,SHLS,eodhd,SHLS.US
SCF IM,,eodhd,SCF.MI
ARA SP,,eodhd,ARA.SG
PCAP US,,eodhd,PCAP.US
SUNN SP,,eodhd,SUNN.SG
5444 JP,5444.T,yahoo,5444.T
PSG SJ,,eodhd,PSG.JSE
ECEL LN,,eodhd,ECEL.LSE
AAC US,,eodhd,AAC.US
992 HK,0992.HK,eodhd,0992.HK
ADI FP,,eodhd,ADI.PA
CVH US,,eodhd,CVH.US
PPC US,PPC,eodhd,PPC.US
SCWX US,SCWX,eodhd,SCWX.US
7704 JP,,yahoo,
497 HK,,eodhd,0497.HK
POLI IT,POLI.TA,eodhd,POLI.TA
KCG US,,eodhd,KCG.US
BCL AU,,eodhd,BCL.AU
BEN FP,BEN.PA,eodhd,BEN.PA
YSG US,YSG,eodhd,YSG.US
CJT CN,CJT.TO,eodhd,CJT.TO
1101 TT,1101.TW,eodhd,1101.TW
ADVP US,,eodhd,ADVP.US
CYNI US,,eodhd,CYNI.US
GOGO US,GOGO,eodhd,GOGO.US
801 HK,,eodhd,0801.HK
CDEV US,CDEV,eodhd,CDEV.US
702 HK,,eodhd,0702.HK
JUN3 GR,JUN3.F,eodhd,JUN3.XETRA
6728 JP,6728.T,yahoo,6728.T
CIEN US,CIEN,eodhd,CIEN.US
LB US,,eodhd,LB.US
HUVL US,,eodhd,HUVL.US
GO/ LN,,eodhd,GO.LSE
EVER US,EVER,eodhd,EVER.US
JHG US,JHG,eodhd,JHG.US
OTTR US,OTTR,eodhd,OTTR.US
HGR US,,eodhd,HGR.US
CBST US,,eodhd,CBST.US
ARE CN,ARE.TO,eodhd,ARE.TO
BIDU US,BIDU,eodhd,BIDU.US
GROW LN,GROW.L,eodhd,GROW.LSE
CSE US,,eodhd,CSE.US
8308 JP,8308.T,yahoo,8308.T
CPG US,,eodhd,CPG.US
PRPL US,PRPL,eodhd,PRPL.US
ITUB4 BZ,ITUB4.SA,eodhd,ITUB4.SA
FI-N SW,,eodhd,FI-N.SW
LVLU US,LVLU,eodhd,LVLU.US
IRN AU,,eodhd,IRN.AU
S32 AU,S32.AX,eodhd,S32.AU
TRAK US,,eodhd,TRAK.US
GEO IM,,eodhd,GEO.MI
CLQ AU,,eodhd,CLQ.AU
PCSB US,,eodhd,PCSB.US
SYN CN,,eodhd,SYN.V
6837 HK,6837.HK,eodhd,6837.HK
2704 TT,,eodhd,2704.TW
SIMG US,,eodhd,SIMG.US
VKTX US,,eodhd,VKTX.US
8938 TT,,eodhd,8938.TWO
PBG AU,,eodhd,PBG.AU
7157 JP,,yahoo,
CYNO US,,eodhd,CYNO.US
551 HK,0551.HK,eodhd,0551.HK
6556 JP,,yahoo,
005380 KS,005380.KS,eodhd,005380.KQ
XJT US,,eodhd,XJT.US
BOE AU,BOE.AX,eodhd,BOE.AU
4716 JP,4716.T,yahoo,4716.T
BEE US,,eodhd,BEE.US
TIK1V FH,,eodhd,TIK1V.HE
CTXS US,CTXS,eodhd,CTXS.US
FSH US,,eodhd,FSH.US
IRE IM,IRE.MI,eodhd,IRE.MI
CYTN SW,,eodhd,CYTN.SW
QSR MK,,eodhd,QSR.KLSE
DVR LN,,eodhd,DVR.LSE
003560 KS,,eodhd,003560.KQ
SRF LN,,eodhd,SRF.LSE
ABH US,,eodhd,ABH.US
AMCR US,AMCR,eodhd,AMCR.US
OMED US,,eodhd,OMED.US
2282 JP,2282.T,yahoo,2282.T
CICSAB1 MF,,eodhd,CICSAB1.MX
CIEL3 BZ,CIEL3.SA,eodhd,CIEL3.SA
COG US,,eodhd,COG.US
PEAK US,,eodhd,PEAK.US
MMI US,,eodhd,MMI.US
CCR/U CN,,eodhd,CCR/U.TO
KCOM LN,,eodhd,KCOM.LSE
2500 HK,2500.HK,eodhd,2500.HK
CDAY US,CDAY,eodhd,CDAY.US
2383 HK,,eodhd,2383.HK
6736 JP,,yahoo,
ALU AU,ALU.AX,eodhd,ALU.AU
7762 JP,7762.T,yahoo,7762.T
4165 JP,,yahoo,
8333 JP,,yahoo,
2038 HK,,eodhd,2038.HK
OSH US,OSH,eodhd,OSH.US
5305 TT,,eodhd,5305.TW
7593 JP,,yahoo,
6764 JP,,yahoo,
LSXMK US,LSXMK,eodhd,LSXMK.US
3686 TT,,eodhd,3686.TW
TMUS US,TMUS,eodhd,TMUS.US
SOFI US,SOFI,eodhd,SOFI.US
KID LN,,eodhd,KID.LSE
PNDXB SS,PNDX-B.ST,eodhd,PNDX-B.ST
SONI PL,,eodhd,SONI.LS
SAI AU,,eodhd,SAI.AU
VLDR US,VLDR,eodhd,VLDR.US
PRTA US,PRTA,eodhd,PRTA.US
SPC US,,eodhd,SPC.US
TYL US,TYL,eodhd,TYL.US
MUSTI FH,MUSTI.HE,eodhd,MUSTI.HE
5264 TT,,eodhd,5264.TW
CULP US,,eodhd,CULP.US
4401 TT,,eodhd,4401.TWO
AVAX GA,,eodhd,AVAX.AT
DFS CN,,eodhd,DFS.V
ODF NO,,eodhd,ODF.OL
NBHC US,NBHC,eodhd,NBHC.US
MOVI US,,eodhd,MOVI.US
170900 KS,,eodhd,170900.KO
RESURS SS,RESURS.ST,eodhd,RESURS.ST
4904 TT,4904.TW,eodhd,4904.TW
4943 TT,,eodhd,4943.TW
RBN US,,eodhd,RBN.US
REAL US,REAL,eodhd,REAL.US
SES IM,SES.MI,eodhd,SES.MI
GTES US,GTES,eodhd,GTES.US
CCCS US,CCCS,eodhd,CCCS.US
UNS US,,eodhd,UNS.US
ABNB US,ABNB,eodhd,ABNB.US
AUA AV,,eodhd,AUA.VI
3356 TT,,eodhd,3356.TW
HF US,,eodhd,HF.US
PCB US,PCB,eodhd,PCB.US
TENB US,TENB,eodhd,TENB.US
BMAX SS,,eodhd,BMAX.ST
6409 TT,,eodhd,6409.TW
HNSN US,,eodhd,HNSN.US
SFD US,,eodhd,SFD.US
FNP AU,,eodhd,FNP.AU
DFG US,,eodhd,DFG.US
AVTR US,AVTR,eodhd,AVTR.US
EVS BB,,eodhd,EVS.BR
VRTS US,,eodhd,VRTS.US
ASCL LN,ASCL.L,eodhd,ASCL.LSE
SEBA SS,SEB-A.ST,eodhd,SEB-A.ST
MIPS US,,eodhd,MIPS.US
KOZAA TI,,eodhd,KOZAA.IS
ETE GA,,eodhd,ETE.AT
9939 HK,9939.HK,eodhd,9939.HK
HBOR3 BZ,,eodhd,HBOR3.SA
TUN CN,,eodhd,TUN.TO
AMRT IJ,,eodhd,AMRT.JK
9766 JP,9766.T,yahoo,9766.T
5347 TT,5347.TWO,eodhd,5347.TWO
CSP LN,CSP.L,eodhd,CSP.LSE
8219 JP,,yahoo,
BASE US,BASE,eodhd,BASE.US
STE CN,,eodhd,STE.V
YOMA SP,,eodhd,YOMA.SG
038540 KS,,eodhd,038540.KQ
004990 KS,004990.KS,eodhd,004990.KQ
BNR GR,BNR.DE,eodhd,BNR.XETRA
BFAM US,BFAM,eodhd,BFAM.US
3698 TT,,eodhd,3698.TW
MAS US,MAS,eodhd,MAS.US
NBCB US,,eodhd,NBCB.US
TLX GR,TLX.DE,eodhd,TLX.XETRA
PRXI US,,eodhd,PRXI.US
330 HK,,eodhd,0330.HK
NEM GR,NEM.DE,eodhd,NEM.XETRA
BBTN IJ,,eodhd,BBTN.JK
CLI SP,9CI.SI,eodhd,9CI.SG
NFE US,NFE,eodhd,NFE.US
MPO AU,,eodhd,MPO.AU
EQT US,EQT,eodhd,EQT.US
YDLE US,,eodhd,YDLE.US
CTMI US,,eodhd,CTMI.US
BAB MK,5210.KL,eodhd,5210.KLSE
MHM CN,,eodhd,MHM.TO
CDIC US,,eodhd,CDIC.US
1704 TT,,eodhd,1704.TW
NEMAKA MF,,eodhd,NEMAKA.MX
VOW GR,,eodhd,VOW.XETRA
PFSW US,,eodhd,PFSW.US
HTV US,,eodhd,HTV.US
ZNGA US,,eodhd,ZNGA.US
044490 KS,,eodhd,044490.KQ
ADRX US,,eodhd,ADRX.US
MBS MK,,eodhd,MBS.KLSE
OFIX US,OFIX,eodhd,OFIX.US
1066 HK,1066.HK,eodhd,1066.HK
004710 KS,,eodhd,004710.KQ
6606 HK,6606.HK,eodhd,6606.HK
CLR FP,,eodhd,CLR.PA
SDB NA,,eodhd,SDB.AS
RWY US,,eodhd,RWY.US
FWP US,,eodhd,FWP.US
INVEB SS,INVE-B.ST,eodhd,INVE-B.ST
6541 JP,,yahoo,
PORK US,,eodhd,PORK.US
GBCI US,GBCI,eodhd,GBCI.US
JOAN US,JOAN,eodhd,JOAN.US
6618 HK,6618.HK,eodhd,6618.HK
PVL FP,,eodhd,PVL.PA
ADH AU,ADH.AX,eodhd,ADH.AU
5076 JP,5076.T,yahoo,5076.T
KO US,KO,eodhd,KO.US
AVIO IM,,eodhd,AVIO.MI
GCAP LN,,eodhd,GCAP.LSE
FRUT IT,,eodhd,FRUT.TA
6645 JP,6645.T,yahoo,6645.T
TMHC US,TMHC,eodhd,TMHC.US
MELI US,,eodhd,MELI.US
SPI LN,SPI.L,eodhd,SPI.LSE
4736 TT,,eodhd,4736.TW
MAG CN,MAG.TO,eodhd,MAG.TO
STXEUR NO,,eodhd,STXEUR.OL
ACI US,ACI,eodhd,ACI.US
GGBR4 BZ,GGBR4.SA,eodhd,GGBR4.SA
SGR CN,,eodhd,SGR.TO
INSTAL SS,INSTAL.ST,eodhd,INSTAL.ST
